Id|Array ID|Date In|Date Out|Version Label|Status|Days in Step|Days in Step + Status
407|1|2022-07-16 10:42:00|2022-08-12 21:42:00|6|Active Management|27|27 - Active Management
407|2|2022-08-12 21:42:00|2022-08-24 08:42:00|16|Intake|11|11 - Intake
407|3|2022-08-24 08:42:00||22|Pending Closure|707|707 - Pending Closure
408|1|2024-01-07 12:32:00||4|Closed|206|206 - Closed
409|1|2024-01-02 10:14:00|2024-01-25 11:14:00|4|Issue Engagement|23|23 - Issue Engagement
409|2|2024-01-25 11:14:00||8|Intake|188|188 - Intake
410|1|2023-03-16 11:37:00||3|Closed|503|503 - Closed
411|1|2023-10-28 13:58:00|2023-12-01 16:58:00|6|Issue Engagement|34|34 - Issue Engagement
411|2|2023-12-01 16:58:00|2023-12-09 21:58:00|16|Duplicate/Related To|8|8 - Duplicate/Related To
411|3|2023-12-09 21:58:00||25|Deleted/Error|235|235 - Deleted/Error
412|1|2022-12-19 16:48:00|2023-01-20 16:48:00|5|Active Management|32|32 - Active Management
412|2|2023-01-20 16:48:00|2023-02-11 19:48:00|15|Monitored|22|22 - Monitored
412|3|2023-02-11 19:48:00||17|Pending Closure|536|536 - Pending Closure
413|1|2024-01-02 14:57:00|2024-02-13 23:57:00|7|Intake|42|42 - Intake
413|2|2024-02-13 23:57:00|2024-02-25 08:57:00|11|Deleted/Error|11|11 - Deleted/Error
413|3|2024-02-25 08:57:00|2024-02-28 18:57:00|22|Pending Closure|3|3 - Pending Closure
413|4|2024-02-28 18:57:00||25|Active Management|154|154 - Active Management
414|1|2023-11-10 12:30:00||7|Pending Closure|264|264 - Pending Closure
415|1|2022-07-03 15:54:00||7|Active Management|759|759 - Active Management
416|1|2023-01-09 13:12:00|2023-02-02 01:12:00|4|Duplicate/Related To|23|23 - Duplicate/Related To
416|2|2023-02-02 01:12:00|2023-03-12 07:12:00|12|Duplicate/Related To|38|38 - Duplicate/Related To
416|3|2023-03-12 07:12:00||21|Pending Closure|507|507 - Pending Closure
417|1|2022-12-03 08:43:00||7|Monitored|606|606 - Monitored
418|1|2024-02-05 10:47:00|2024-03-04 18:47:00|1|Issue Engagement|28|28 - Issue Engagement
418|2|2024-03-04 18:47:00||4|Duplicate/Related To|149|149 - Duplicate/Related To
419|1|2022-06-08 08:14:00||2|Closed|784|784 - Closed
420|1|2023-07-19 11:35:00|2023-09-02 22:35:00|8|Pending Closure|45|45 - Pending Closure
420|2|2023-09-02 22:35:00||18|Closed|333|333 - Closed
421|1|2023-06-09 12:50:00|2023-07-04 23:50:00|3|Pending Closure|25|25 - Pending Closure
421|2|2023-07-04 23:50:00||14|Intake|393|393 - Intake
422|1|2023-09-15 11:36:00|2023-10-16 17:36:00|6|Issue Engagement|31|31 - Issue Engagement
422|2|2023-10-16 17:36:00|2023-11-09 05:36:00|15|Deleted/Error|23|23 - Deleted/Error
422|3|2023-11-09 05:36:00|2023-12-22 15:36:00|26|Deleted/Error|43|43 - Deleted/Error
422|4|2023-12-22 15:36:00||37|Closed|222|222 - Closed
423|1|2023-10-01 11:33:00|2023-11-13 11:33:00|4|Closed|43|43 - Closed
423|2|2023-11-13 11:33:00|2023-11-15 11:33:00|8|Monitored|2|2 - Monitored
423|3|2023-11-15 11:33:00||10|Issue Engagement|259|259 - Issue Engagement
424|1|2024-07-01 09:41:00|2024-07-15 12:41:00|2|Active Management|14|14 - Active Management
424|2|2024-07-15 12:41:00|2024-07-31 23:59:59|6|Issue Engagement|16|16 - Issue Engagement
424|3|2024-07-31 23:59:59||11|Pending Closure|0|0 - Pending Closure
425|1|2022-11-27 09:27:00||7|Monitored|612|612 - Monitored
426|1|2022-09-06 14:56:00|2022-10-05 18:56:00|6|Duplicate/Related To|29|29 - Duplicate/Related To
426|2|2022-10-05 18:56:00||12|Active Management|665|665 - Active Management
427|1|2024-06-05 10:39:00|2024-06-08 18:39:00|6|Deleted/Error|3|3 - Deleted/Error
427|2|2024-06-08 18:39:00|2024-06-23 06:39:00|18|Duplicate/Related To|14|14 - Duplicate/Related To
427|3|2024-06-23 06:39:00|2024-06-30 13:39:00|25|Intake|7|7 - Intake
427|4|2024-06-30 13:39:00||33|Monitored|31|31 - Monitored
428|1|2023-01-17 14:34:00|2023-02-20 19:34:00|4|Pending Closure|34|34 - Pending Closure
428|2|2023-02-20 19:34:00||5|Closed|527|527 - Closed
429|1|2024-06-19 08:25:00||6|Monitored|42|42 - Monitored
430|1|2024-05-31 12:23:00||7|Monitored|61|61 - Monitored
431|1|2023-12-22 08:16:00|2024-02-04 11:16:00|8|Active Management|44|44 - Active Management
431|2|2024-02-04 11:16:00|2024-02-11 17:16:00|17|Closed|7|7 - Closed
431|3|2024-02-11 17:16:00|2024-03-09 02:16:00|21|Deleted/Error|26|26 - Deleted/Error
431|4|2024-03-09 02:16:00||25|Monitored|144|144 - Monitored
432|1|2024-05-01 13:59:00|2024-06-02 19:59:00|1|Pending Closure|32|32 - Pending Closure
432|2|2024-06-02 19:59:00|2024-06-30 02:59:00|13|Deleted/Error|27|27 - Deleted/Error
432|3|2024-06-30 02:59:00||25|Closed|31|31 - Closed
433|1|2023-11-21 14:12:00|2023-12-02 22:12:00|5|Duplicate/Related To|11|11 - Duplicate/Related To
433|2|2023-12-02 22:12:00|2024-01-07 02:12:00|12|Intake|35|35 - Intake
433|3|2024-01-07 02:12:00||18|Pending Closure|206|206 - Pending Closure
434|1|2022-06-08 09:17:00|2022-07-04 10:17:00|3|Active Management|26|26 - Active Management
434|2|2022-07-04 10:17:00||9|Closed|758|758 - Closed
436|1|2024-03-14 14:04:00|2024-04-09 01:04:00|2|Pending Closure|25|25 - Pending Closure
436|2|2024-04-09 01:04:00|2024-05-04 06:04:00|12|Pending Closure|25|25 - Pending Closure
436|3|2024-05-04 06:04:00||17|Duplicate/Related To|88|88 - Duplicate/Related To
437|1|2023-09-24 15:45:00|2023-09-29 03:45:00|6|Deleted/Error|4|4 - Deleted/Error
437|2|2023-09-29 03:45:00||15|Monitored|306|306 - Monitored
438|1|2023-07-13 14:42:00|2023-07-23 23:42:00|3|Intake|10|10 - Intake
438|2|2023-07-23 23:42:00|2023-08-17 07:42:00|5|Duplicate/Related To|24|24 - Duplicate/Related To
438|3|2023-08-17 07:42:00||14|Active Management|349|349 - Active Management
439|1|2022-07-29 16:55:00|2022-08-18 22:55:00|5|Intake|20|20 - Intake
439|2|2022-08-18 22:55:00||16|Deleted/Error|713|713 - Deleted/Error
440|1|2024-06-14 11:49:00|2024-07-17 19:49:00|7|Pending Closure|33|33 - Pending Closure
440|2|2024-07-17 19:49:00|2024-07-31 23:59:59|19|Active Management|14|14 - Active Management
440|3|2024-07-31 23:59:59||31|Intake|0|0 - Intake
441|1|2023-04-06 12:33:00|2023-05-08 12:33:00|3|Pending Closure|32|32 - Pending Closure
441|2|2023-05-08 12:33:00|2023-05-31 14:33:00|11|Issue Engagement|23|23 - Issue Engagement
441|3|2023-05-31 14:33:00||15|Intake|427|427 - Intake
442|1|2023-07-09 08:01:00|2023-07-15 14:01:00|4|Intake|6|6 - Intake
442|2|2023-07-15 14:01:00|2023-07-23 20:01:00|12|Monitored|8|8 - Monitored
442|3|2023-07-23 20:01:00||14|Duplicate/Related To|374|374 - Duplicate/Related To
443|1|2023-12-26 14:20:00|2023-12-30 14:20:00|3|Deleted/Error|4|4 - Deleted/Error
443|2|2023-12-30 14:20:00|2024-01-18 00:20:00|13|Deleted/Error|18|18 - Deleted/Error
443|3|2024-01-18 00:20:00|2024-02-27 08:20:00|23|Deleted/Error|40|40 - Deleted/Error
443|4|2024-02-27 08:20:00||24|Pending Closure|155|155 - Pending Closure
444|1|2022-11-04 11:39:00|2022-12-10 13:39:00|7|Pending Closure|36|36 - Pending Closure
444|2|2022-12-10 13:39:00||19|Duplicate/Related To|599|599 - Duplicate/Related To
445|1|2023-09-20 11:57:00|2023-10-09 22:57:00|6|Monitored|19|19 - Monitored
445|2|2023-10-09 22:57:00|2023-10-17 00:57:00|9|Deleted/Error|7|7 - Deleted/Error
445|3|2023-10-17 00:57:00|2023-10-28 09:57:00|10|Issue Engagement|11|11 - Issue Engagement
445|4|2023-10-28 09:57:00||18|Duplicate/Related To|277|277 - Duplicate/Related To
446|1|2023-12-30 08:26:00|2024-02-06 17:26:00|2|Intake|38|38 - Intake
446|2|2024-02-06 17:26:00|2024-02-07 18:26:00|4|Intake|1|1 - Intake
446|3|2024-02-07 18:26:00||13|Deleted/Error|175|175 - Deleted/Error
447|1|2022-06-13 08:46:00||5|Issue Engagement|779|779 - Issue Engagement
448|1|2023-09-04 08:58:00|2023-10-04 12:58:00|3|Duplicate/Related To|30|30 - Duplicate/Related To
448|2|2023-10-04 12:58:00|2023-11-15 00:58:00|10|Closed|41|41 - Closed
448|3|2023-11-15 00:58:00||16|Deleted/Error|259|259 - Deleted/Error
449|1|2022-07-30 09:07:00|2022-08-15 13:07:00|5|Monitored|16|16 - Monitored
449|2|2022-08-15 13:07:00|2022-09-06 19:07:00|11|Closed|22|22 - Closed
449|3|2022-09-06 19:07:00|2022-10-12 03:07:00|17|Pending Closure|35|35 - Pending Closure
449|4|2022-10-12 03:07:00||24|Active Management|658|658 - Active Management
450|1|2023-10-06 10:32:00||1|Monitored|299|299 - Monitored
451|1|2023-07-20 11:55:00||2|Issue Engagement|377|377 - Issue Engagement
452|1|2023-05-29 11:11:00|2023-06-20 22:11:00|2|Intake|22|22 - Intake
452|2|2023-06-20 22:11:00|2023-06-25 08:11:00|13|Closed|4|4 - Closed
452|3|2023-06-25 08:11:00||24|Monitored|402|402 - Monitored
453|1|2022-09-01 08:37:00|2022-10-13 12:37:00|5|Duplicate/Related To|42|42 - Duplicate/Related To
453|2|2022-10-13 12:37:00||12|Deleted/Error|657|657 - Deleted/Error
454|1|2024-05-05 12:40:00||1|Issue Engagement|87|87 - Issue Engagement
455|1|2024-06-28 13:44:00|2024-07-16 23:44:00|1|Duplicate/Related To|18|18 - Duplicate/Related To
455|2|2024-07-16 23:44:00|2024-07-31 23:59:59|3|Issue Engagement|15|15 - Issue Engagement
455|3|2024-07-31 23:59:59||6|Deleted/Error|0|0 - Deleted/Error
456|1|2022-11-13 14:21:00|2022-11-28 15:21:00|2|Closed|15|15 - Closed
456|2|2022-11-28 15:21:00||13|Monitored|611|611 - Monitored
457|1|2022-05-13 08:44:00||2|Intake|810|810 - Intake
458|1|2024-04-30 14:00:00|2024-06-06 22:00:00|2|Intake|37|37 - Intake
458|2|2024-06-06 22:00:00|2024-07-12 07:00:00|10|Deleted/Error|35|35 - Deleted/Error
458|3|2024-07-12 07:00:00|2024-07-31 23:59:59|17|Deleted/Error|19|19 - Deleted/Error
458|4|2024-07-31 23:59:59||19|Pending Closure|0|0 - Pending Closure
459|1|2023-10-11 13:41:00|2023-10-15 00:41:00|5|Active Management|3|3 - Active Management
459|2|2023-10-15 00:41:00|2023-11-10 12:41:00|13|Issue Engagement|26|26 - Issue Engagement
459|3|2023-11-10 12:41:00||14|Closed|264|264 - Closed
460|1|2024-06-14 14:15:00|2024-07-26 01:15:00|7|Closed|41|41 - Closed
460|2|2024-07-26 01:15:00||12|Monitored|5|5 - Monitored
461|1|2023-05-14 08:04:00|2023-05-24 16:04:00|7|Closed|10|10 - Closed
461|2|2023-05-24 16:04:00|2023-06-30 02:04:00|16|Monitored|36|36 - Monitored
461|3|2023-06-30 02:04:00|2023-07-26 02:04:00|22|Closed|26|26 - Closed
461|4|2023-07-26 02:04:00||26|Issue Engagement|371|371 - Issue Engagement
462|1|2024-07-06 14:20:00|2024-07-31 23:59:59|3|Issue Engagement|25|25 - Issue Engagement
462|2|2024-07-31 23:59:59||5|Duplicate/Related To|0|0 - Duplicate/Related To
463|1|2023-12-05 10:45:00|2024-01-12 19:45:00|5|Intake|38|38 - Intake
463|2|2024-01-12 19:45:00||14|Monitored|201|201 - Monitored
464|1|2024-04-22 10:44:00|2024-05-23 22:44:00|5|Issue Engagement|31|31 - Issue Engagement
464|2|2024-05-23 22:44:00||7|Deleted/Error|69|69 - Deleted/Error
465|1|2024-05-15 13:11:00|2024-06-28 15:11:00|3|Duplicate/Related To|44|44 - Duplicate/Related To
465|2|2024-06-28 15:11:00||6|Issue Engagement|33|33 - Issue Engagement
466|1|2024-05-05 10:16:00|2024-05-21 16:16:00|4|Monitored|16|16 - Monitored
466|2|2024-05-21 16:16:00||8|Duplicate/Related To|71|71 - Duplicate/Related To
467|1|2023-05-12 15:48:00|2023-06-19 16:48:00|5|Duplicate/Related To|38|38 - Duplicate/Related To
467|2|2023-06-19 16:48:00|2023-08-03 21:48:00|17|Deleted/Error|45|45 - Deleted/Error
467|3|2023-08-03 21:48:00||24|Intake|363|363 - Intake
468|1|2024-05-18 10:27:00|2024-06-20 13:27:00|3|Pending Closure|33|33 - Pending Closure
468|2|2024-06-20 13:27:00|2024-07-21 14:27:00|7|Issue Engagement|31|31 - Issue Engagement
468|3|2024-07-21 14:27:00|2024-07-31 23:59:59|10|Duplicate/Related To|10|10 - Duplicate/Related To
468|4|2024-07-31 23:59:59||19|Active Management|0|0 - Active Management
469|1|2023-09-07 08:51:00||6|Deleted/Error|328|328 - Deleted/Error
470|1|2023-08-16 13:24:00|2023-09-12 01:24:00|8|Duplicate/Related To|26|26 - Duplicate/Related To
470|2|2023-09-12 01:24:00|2023-09-14 11:24:00|11|Deleted/Error|2|2 - Deleted/Error
470|3|2023-09-14 11:24:00||20|Issue Engagement|321|321 - Issue Engagement
471|1|2022-11-23 10:29:00|2022-12-03 19:29:00|4|Pending Closure|10|10 - Pending Closure
471|2|2022-12-03 19:29:00|2022-12-23 21:29:00|15|Intake|20|20 - Intake
471|3|2022-12-23 21:29:00|2023-01-30 07:29:00|27|Intake|37|37 - Intake
471|4|2023-01-30 07:29:00||37|Closed|548|548 - Closed
472|1|2023-10-13 12:29:00|2023-11-01 12:29:00|3|Deleted/Error|19|19 - Deleted/Error
472|2|2023-11-01 12:29:00||13|Pending Closure|273|273 - Pending Closure
473|1|2024-01-21 13:03:00|2024-02-01 23:03:00|1|Pending Closure|11|11 - Pending Closure
473|2|2024-02-01 23:03:00||8|Intake|181|181 - Intake
474|1|2023-08-19 11:14:00|2023-09-18 15:14:00|5|Active Management|30|30 - Active Management
474|2|2023-09-18 15:14:00||17|Monitored|317|317 - Monitored
475|1|2023-01-24 10:28:00|2023-02-05 14:28:00|6|Deleted/Error|12|12 - Deleted/Error
475|2|2023-02-05 14:28:00|2023-02-23 01:28:00|17|Closed|17|17 - Closed
475|3|2023-02-23 01:28:00||19|Active Management|524|524 - Active Management
476|1|2022-12-10 08:49:00|2023-01-13 11:49:00|7|Duplicate/Related To|34|34 - Duplicate/Related To
476|2|2023-01-13 11:49:00||19|Active Management|565|565 - Active Management
477|1|2023-03-16 10:56:00|2023-04-02 18:56:00|7|Closed|17|17 - Closed
477|2|2023-04-02 18:56:00||17|Deleted/Error|486|486 - Deleted/Error
478|1|2023-07-17 12:46:00|2023-08-26 21:46:00|4|Issue Engagement|40|40 - Issue Engagement
478|2|2023-08-26 21:46:00||11|Closed|340|340 - Closed
479|1|2024-06-08 12:07:00||1|Pending Closure|53|53 - Pending Closure
480|1|2022-12-26 12:47:00|2023-01-19 20:47:00|5|Active Management|24|24 - Active Management
480|2|2023-01-19 20:47:00|2023-03-04 04:47:00|6|Deleted/Error|43|43 - Deleted/Error
480|3|2023-03-04 04:47:00|2023-03-27 16:47:00|18|Deleted/Error|23|23 - Deleted/Error
480|4|2023-03-27 16:47:00||21|Closed|492|492 - Closed
481|1|2023-04-18 09:25:00|2023-05-22 14:25:00|8|Intake|34|34 - Intake
481|2|2023-05-22 14:25:00|2023-06-19 14:25:00|14|Intake|28|28 - Intake
481|3|2023-06-19 14:25:00|2023-07-07 15:25:00|22|Active Management|18|18 - Active Management
481|4|2023-07-07 15:25:00||24|Monitored|390|390 - Monitored
482|1|2023-06-29 10:39:00||3|Monitored|398|398 - Monitored
483|1|2023-08-08 09:17:00|2023-08-19 14:17:00|8|Closed|11|11 - Closed
483|2|2023-08-19 14:17:00|2023-09-27 23:17:00|15|Monitored|39|39 - Monitored
483|3|2023-09-27 23:17:00|2023-10-29 06:17:00|19|Intake|31|31 - Intake
483|4|2023-10-29 06:17:00||21|Duplicate/Related To|276|276 - Duplicate/Related To
484|1|2024-05-27 14:32:00|2024-07-05 23:32:00|6|Monitored|39|39 - Monitored
484|2|2024-07-05 23:32:00||8|Active Management|26|26 - Active Management
485|1|2023-06-18 14:54:00|2023-08-02 22:54:00|6|Intake|45|45 - Intake
485|2|2023-08-02 22:54:00|2023-08-11 01:54:00|16|Duplicate/Related To|8|8 - Duplicate/Related To
485|3|2023-08-11 01:54:00|2023-08-19 13:54:00|26|Closed|8|8 - Closed
485|4|2023-08-19 13:54:00||28|Issue Engagement|347|347 - Issue Engagement
486|1|2023-04-26 13:05:00||7|Deleted/Error|462|462 - Deleted/Error
487|1|2022-07-17 15:25:00|2022-07-21 01:25:00|8|Duplicate/Related To|3|3 - Duplicate/Related To
487|2|2022-07-21 01:25:00|2022-08-30 09:25:00|17|Deleted/Error|40|40 - Deleted/Error
487|3|2022-08-30 09:25:00|2022-09-21 20:25:00|28|Monitored|22|22 - Monitored
487|4|2022-09-21 20:25:00||31|Active Management|679|679 - Active Management
488|1|2023-08-10 11:21:00|2023-09-04 23:21:00|3|Closed|25|25 - Closed
488|2|2023-09-04 23:21:00|2023-09-26 09:21:00|12|Monitored|21|21 - Monitored
488|3|2023-09-26 09:21:00||22|Active Management|309|309 - Active Management
489|1|2023-06-06 09:57:00|2023-07-08 09:57:00|3|Intake|32|32 - Intake
489|2|2023-07-08 09:57:00||8|Monitored|389|389 - Monitored
490|1|2024-03-27 14:39:00|2024-04-17 21:39:00|4|Active Management|21|21 - Active Management
490|2|2024-04-17 21:39:00||7|Intake|105|105 - Intake
491|1|2023-04-27 09:54:00|2023-05-29 16:54:00|4|Deleted/Error|32|32 - Deleted/Error
491|2|2023-05-29 16:54:00|2023-07-08 04:54:00|16|Active Management|39|39 - Active Management
491|3|2023-07-08 04:54:00|2023-08-16 12:54:00|23|Deleted/Error|39|39 - Deleted/Error
491|4|2023-08-16 12:54:00||33|Closed|350|350 - Closed
492|1|2023-03-19 13:46:00|2023-04-19 21:46:00|2|Active Management|31|31 - Active Management
492|2|2023-04-19 21:46:00||9|Duplicate/Related To|469|469 - Duplicate/Related To
493|1|2023-10-25 11:15:00|2023-11-02 21:15:00|1|Closed|8|8 - Closed
493|2|2023-11-02 21:15:00|2023-12-01 01:15:00|2|Closed|28|28 - Closed
493|3|2023-12-01 01:15:00||14|Deleted/Error|243|243 - Deleted/Error
494|1|2023-02-15 10:19:00|2023-02-27 12:19:00|4|Pending Closure|12|12 - Pending Closure
494|2|2023-02-27 12:19:00||13|Deleted/Error|520|520 - Deleted/Error
495|1|2022-08-23 16:32:00|2022-09-07 03:32:00|3|Duplicate/Related To|14|14 - Duplicate/Related To
495|2|2022-09-07 03:32:00|2022-10-08 05:32:00|9|Duplicate/Related To|31|31 - Duplicate/Related To
495|3|2022-10-08 05:32:00||11|Active Management|662|662 - Active Management
496|1|2023-06-23 08:45:00|2023-07-13 17:45:00|2|Issue Engagement|20|20 - Issue Engagement
496|2|2023-07-13 17:45:00|2023-08-21 02:45:00|12|Intake|38|38 - Intake
496|3|2023-08-21 02:45:00||21|Active Management|345|345 - Active Management
497|1|2022-09-13 11:54:00|2022-10-10 21:54:00|3|Duplicate/Related To|27|27 - Duplicate/Related To
497|2|2022-10-10 21:54:00||10|Pending Closure|660|660 - Pending Closure
498|1|2022-09-03 13:03:00|2022-09-21 01:03:00|4|Pending Closure|17|17 - Pending Closure
498|2|2022-09-21 01:03:00||5|Duplicate/Related To|679|679 - Duplicate/Related To
499|1|2024-01-27 08:00:00|2024-02-19 11:00:00|7|Closed|23|23 - Closed
499|2|2024-02-19 11:00:00||9|Monitored|163|163 - Monitored
500|1|2023-01-10 11:41:00|2023-02-13 19:41:00|2|Pending Closure|34|34 - Pending Closure
500|2|2023-02-13 19:41:00|2023-03-05 23:41:00|5|Issue Engagement|20|20 - Issue Engagement
500|3|2023-03-05 23:41:00|2023-04-15 03:41:00|9|Duplicate/Related To|40|40 - Duplicate/Related To
500|4|2023-04-15 03:41:00||16|Active Management|473|473 - Active Management
501|1|2022-12-13 15:21:00|2023-01-10 01:21:00|3|Closed|27|27 - Closed
501|2|2023-01-10 01:21:00||12|Intake|568|568 - Intake
502|1|2024-06-30 15:01:00|2024-07-31 23:59:59|2|Intake|31|31 - Intake
502|2|2024-07-31 23:59:59||10|Duplicate/Related To|0|0 - Duplicate/Related To
503|1|2024-07-29 10:05:00|2024-07-31 23:59:59|5|Pending Closure|2|2 - Pending Closure
503|2|2024-07-31 23:59:59||17|Intake|0|0 - Intake
504|1|2022-09-21 13:42:00|2022-10-16 20:42:00|3|Issue Engagement|25|25 - Issue Engagement
504|2|2022-10-16 20:42:00||15|Intake|654|654 - Intake
505|1|2024-06-05 15:48:00|2024-07-11 23:48:00|4|Deleted/Error|36|36 - Deleted/Error
505|2|2024-07-11 23:48:00|2024-07-31 23:59:59|5|Closed|20|20 - Closed
505|3|2024-07-31 23:59:59||14|Issue Engagement|0|0 - Issue Engagement
506|1|2023-06-05 14:41:00|2023-06-15 21:41:00|4|Deleted/Error|10|10 - Deleted/Error
506|2|2023-06-15 21:41:00|2023-07-21 08:41:00|11|Duplicate/Related To|35|35 - Duplicate/Related To
506|3|2023-07-21 08:41:00||13|Intake|376|376 - Intake
507|1|2022-10-20 14:16:00||6|Pending Closure|650|650 - Pending Closure
508|1|2022-06-27 14:06:00|2022-06-28 16:06:00|2|Issue Engagement|1|1 - Issue Engagement
508|2|2022-06-28 16:06:00|2022-08-05 22:06:00|5|Issue Engagement|38|38 - Issue Engagement
508|3|2022-08-05 22:06:00||8|Duplicate/Related To|726|726 - Duplicate/Related To
509|1|2023-01-09 08:50:00|2023-01-21 11:50:00|8|Deleted/Error|12|12 - Deleted/Error
509|2|2023-01-21 11:50:00|2023-02-18 17:50:00|13|Intake|28|28 - Intake
509|3|2023-02-18 17:50:00|2023-02-26 18:50:00|14|Active Management|8|8 - Active Management
509|4|2023-02-26 18:50:00||17|Monitored|521|521 - Monitored
510|1|2023-11-28 15:24:00|2024-01-01 17:24:00|5|Active Management|34|34 - Active Management
510|2|2024-01-01 17:24:00||10|Duplicate/Related To|212|212 - Duplicate/Related To
511|1|2023-11-03 10:37:00|2023-12-03 16:37:00|2|Intake|30|30 - Intake
511|2|2023-12-03 16:37:00||12|Pending Closure|241|241 - Pending Closure
512|1|2024-05-11 12:26:00|2024-05-21 12:26:00|6|Closed|10|10 - Closed
512|2|2024-05-21 12:26:00|2024-06-30 12:26:00|13|Deleted/Error|40|40 - Deleted/Error
512|3|2024-06-30 12:26:00|2024-07-20 12:26:00|21|Deleted/Error|20|20 - Deleted/Error
512|4|2024-07-20 12:26:00||33|Active Management|11|11 - Active Management
513|1|2023-01-06 09:12:00|2023-01-23 18:12:00|7|Duplicate/Related To|17|17 - Duplicate/Related To
513|2|2023-01-23 18:12:00||17|Deleted/Error|555|555 - Deleted/Error
514|1|2024-07-18 09:13:00|2024-07-31 23:59:59|8|Deleted/Error|13|13 - Deleted/Error
514|2|2024-07-31 23:59:59||19|Closed|0|0 - Closed
515|1|2023-09-17 14:47:00|2023-10-25 18:47:00|2|Active Management|38|38 - Active Management
515|2|2023-10-25 18:47:00||11|Pending Closure|280|280 - Pending Closure
516|1|2024-04-08 14:01:00|2024-04-26 16:01:00|2|Monitored|18|18 - Monitored
516|2|2024-04-26 16:01:00|2024-05-09 17:01:00|14|Duplicate/Related To|13|13 - Duplicate/Related To
516|3|2024-05-09 17:01:00||17|Intake|83|83 - Intake
517|1|2024-03-01 16:15:00|2024-04-06 18:15:00|5|Deleted/Error|36|36 - Deleted/Error
517|2|2024-04-06 18:15:00||9|Pending Closure|116|116 - Pending Closure
518|1|2023-03-04 16:54:00|2023-04-08 04:54:00|6|Issue Engagement|34|34 - Issue Engagement
518|2|2023-04-08 04:54:00|2023-05-14 14:54:00|16|Issue Engagement|36|36 - Issue Engagement
518|3|2023-05-14 14:54:00|2023-06-07 23:54:00|17|Closed|24|24 - Closed
518|4|2023-06-07 23:54:00||19|Monitored|420|420 - Monitored
519|1|2023-05-22 08:59:00|2023-07-02 12:59:00|6|Pending Closure|41|41 - Pending Closure
519|2|2023-07-02 12:59:00|2023-07-31 14:59:00|12|Issue Engagement|29|29 - Issue Engagement
519|3|2023-07-31 14:59:00|2023-09-12 17:59:00|19|Closed|43|43 - Closed
519|4|2023-09-12 17:59:00||24|Monitored|323|323 - Monitored
520|1|2024-03-13 16:59:00|2024-04-01 21:59:00|7|Monitored|19|19 - Monitored
520|2|2024-04-01 21:59:00|2024-04-04 06:59:00|18|Pending Closure|2|2 - Pending Closure
520|3|2024-04-04 06:59:00|2024-04-15 13:59:00|19|Deleted/Error|11|11 - Deleted/Error
520|4|2024-04-15 13:59:00||22|Closed|107|107 - Closed
521|1|2023-12-17 12:03:00|2024-01-07 15:03:00|7|Duplicate/Related To|21|21 - Duplicate/Related To
521|2|2024-01-07 15:03:00|2024-01-27 18:03:00|8|Active Management|20|20 - Active Management
521|3|2024-01-27 18:03:00||16|Pending Closure|186|186 - Pending Closure
522|1|2024-01-10 16:04:00|2024-02-09 22:04:00|2|Pending Closure|30|30 - Pending Closure
522|2|2024-02-09 22:04:00|2024-03-16 07:04:00|11|Issue Engagement|35|35 - Issue Engagement
522|3|2024-03-16 07:04:00||12|Deleted/Error|137|137 - Deleted/Error
523|1|2023-08-17 10:42:00|2023-08-30 21:42:00|1|Deleted/Error|13|13 - Deleted/Error
523|2|2023-08-30 21:42:00|2023-09-25 23:42:00|8|Issue Engagement|26|26 - Issue Engagement
523|3|2023-09-25 23:42:00|2023-10-06 00:42:00|20|Deleted/Error|10|10 - Deleted/Error
523|4|2023-10-06 00:42:00||21|Pending Closure|299|299 - Pending Closure
524|1|2022-11-28 16:19:00|2022-11-29 23:19:00|5|Monitored|1|1 - Monitored
524|2|2022-11-29 23:19:00|2022-12-19 23:19:00|7|Monitored|20|20 - Monitored
524|3|2022-12-19 23:19:00||15|Closed|590|590 - Closed
525|1|2024-05-06 09:11:00||1|Issue Engagement|86|86 - Issue Engagement
526|1|2022-12-11 16:55:00|2022-12-18 20:55:00|2|Pending Closure|7|7 - Pending Closure
526|2|2022-12-18 20:55:00|2023-01-17 04:55:00|11|Active Management|29|29 - Active Management
526|3|2023-01-17 04:55:00|2023-01-29 12:55:00|15|Closed|12|12 - Closed
526|4|2023-01-29 12:55:00||16|Monitored|549|549 - Monitored
527|1|2024-02-15 14:30:00|2024-03-05 18:30:00|4|Pending Closure|19|19 - Pending Closure
527|2|2024-03-05 18:30:00|2024-03-28 01:30:00|15|Monitored|22|22 - Monitored
527|3|2024-03-28 01:30:00||26|Deleted/Error|125|125 - Deleted/Error
528|1|2022-10-15 11:40:00|2022-10-25 22:40:00|1|Pending Closure|10|10 - Pending Closure
528|2|2022-10-25 22:40:00|2022-12-09 02:40:00|9|Pending Closure|44|44 - Pending Closure
528|3|2022-12-09 02:40:00|2022-12-20 09:40:00|16|Issue Engagement|11|11 - Issue Engagement
528|4|2022-12-20 09:40:00||26|Deleted/Error|589|589 - Deleted/Error
529|1|2023-02-08 10:41:00|2023-02-28 11:41:00|4|Duplicate/Related To|20|20 - Duplicate/Related To
529|2|2023-02-28 11:41:00||16|Pending Closure|519|519 - Pending Closure
530|1|2023-11-13 16:54:00|2023-12-23 00:54:00|2|Deleted/Error|39|39 - Deleted/Error
530|2|2023-12-23 00:54:00|2024-01-23 00:54:00|11|Issue Engagement|31|31 - Issue Engagement
